lat,lon,wynik,zielone,wspolne,dostepne,innowacyjne
54.42311191727404,18.638023546809176,4.3478260869565215,False,True,False,True
54.41805666997629,18.549295296704653,76.81159420289855,True,True,True,True
54.374219747755966,18.599931660554752,92.7536231884058,True,True,True,True
54.32133429420508,18.66975512014015,13.043478260869565,False,True,True,True
54.3717848554469,18.608620436744452,92.7536231884058,True,True,True,True
54.40157801888815,18.634237900609698,85.5072463768116,True,True,True,True
54.33156891055684,18.633279687939883,88.40579710144928,True,True,True,True
54.405979285381356,18.59034373373054,89.85507246376811,True,True,True,True
54.35185680503477,18.593778462473374,88.40579710144928,True,True,True,True
54.35163954611608,18.706566119599515,65.21739130434783,False,True,True,True
54.314101867268214,18.661229685350936,4.3478260869565215,False,False,True,True
54.38621427526534,18.56072374033108,71.01449275362319,True,True,True,True
54.34494258480573,18.572415577928393,84.05797101449275,True,True,True,True
54.430481035445894,18.589969564154025,78.26086956521739,True,True,True,True
54.35744315939035,18.70297254675803,73.91304347826086,False,True,True,True
54.45499691780002,18.563828791014465,84.05797101449275,True,True,True,True
54.37563813551365,18.684293019886454,17.391304347826086,False,True,True,True
54.43574348687388,18.552010749198637,92.7536231884058,True,True,True,True
54.41996603384236,18.56257077544489,92.7536231884058,True,True,True,True
54.325441361117655,18.597278141444395,79.71014492753623,True,True,True,True
54.36816252755468,18.56308419428375,59.42028985507246,True,True,False,True
54.444088619211676,18.551294315157108,94.20289855072464,True,True,True,True
54.39373754857762,18.61690730158965,86.95652173913044,True,True,True,True
54.433779251489256,18.59347242167063,55.072463768115945,True,True,True,True
54.322212076628844,18.68588000138117,11.594202898550725,False,True,False,True
54.43636494341313,18.551084856610284,92.7536231884058,True,True,True,True
54.43384823168421,18.612321256234484,4.3478260869565215,False,True,False,False
54.34299750358165,18.588620367528456,84.05797101449275,True,True,True,True
54.37086041671505,18.52489208890435,62.31884057971014,True,True,True,True
54.42901519183132,18.564427888614535,89.85507246376811,True,True,True,True
54.354881708951254,18.5540655247036,65.21739130434783,True,True,True,True
54.33632587959857,18.69545578286841,20.28985507246377,False,True,True,True
54.44593102906837,18.55955750674727,94.20289855072464,True,True,True,True
54.37746694846371,18.70122145203745,10.144927536231885,False,False,True,True
54.35667000515926,18.654353957992598,97.10144927536231,True,True,True,True
54.32593231137692,18.67538867584775,18.84057971014493,False,True,False,True
54.34940510980563,18.630471557470816,94.20289855072464,True,True,True,True
54.356093045405586,18.68934707197782,60.86956521739131,True,True,True,True
54.452852063722,18.57117126736484,84.05797101449275,True,True,True,True
54.41359640506208,18.515053617684956,8.695652173913043,True,True,False,True
54.36362668224312,18.566187168687232,69.56521739130434,True,True,True,True
54.36620841629174,18.527036067705886,63.76811594202898,True,True,True,True
54.36503376835466,18.56577893378856,66.66666666666666,True,True,True,True
54.35327530348572,18.63448783423087,94.20289855072464,True,True,True,True
54.41019156840104,18.66201417159469,66.66666666666666,True,True,True,True
54.413049233672275,18.610641288582116,85.5072463768116,True,True,True,True
54.39770455101207,18.506701670664494,18.84057971014493,True,True,False,True
54.305794119331864,18.627908045900682,46.3768115942029,True,True,True,True
54.433833758288664,18.53454701434056,26.08695652173913,False,True,False,True
54.337517460940184,18.571663857866476,84.05797101449275,True,True,True,True
54.36129903262886,18.568386498021567,78.26086956521739,True,True,True,True
54.41911235486584,18.536095553324056,18.84057971014493,True,True,True,True
54.364474233437456,18.616807141292753,86.95652173913044,True,True,True,True
54.39825490170152,18.656786884482273,78.26086956521739,True,True,True,True
54.324026648118036,18.597297281756482,79.71014492753623,True,True,True,True
54.354859174207675,18.538593083278567,73.91304347826086,True,True,True,True
54.41867436383284,18.591496364689675,92.7536231884058,True,True,True,True
54.351456182305604,18.55593900246609,68.11594202898551,True,True,True,True
54.36718761888735,18.66725858149373,40.57971014492754,False,True,False,True
54.39305842629419,18.560719920060937,79.71014492753623,True,True,True,True
54.40361935378417,18.649283961214657,76.81159420289855,True,True,True,True
54.398931547203254,18.63490597709494,85.5072463768116,True,True,True,True
54.35561691420795,18.551361519040498,65.21739130434783,True,True,True,True
54.40320465123701,18.580607833537734,92.7536231884058,True,True,True,True
54.412060317644325,18.597441946460986,92.7536231884058,True,True,True,True
54.36086981171106,18.66027149593335,91.30434782608695,True,True,True,True
54.32214501719446,18.668500242079052,13.043478260869565,False,True,True,True
54.44146617785176,18.59106929868751,53.62318840579711,True,True,True,True
54.36371863781463,18.61953097916509,84.05797101449275,True,True,True,True
54.42482042840613,18.61739469692057,36.231884057971016,True,True,True,True
54.34940934892222,18.703559658837456,44.927536231884055,False,True,True,True
54.433785214668745,18.585388509312224,81.15942028985508,True,True,True,True
54.40993616468697,18.535336165216727,34.78260869565217,True,True,True,True
54.343607099588496,18.55496600186697,82.6086956521739,True,True,True,True
54.3613924071003,18.596636692290083,82.6086956521739,True,True,True,True
54.33758472643357,18.62452641236252,89.85507246376811,True,True,True,True
54.37938439494733,18.526502745716996,59.42028985507246,False,True,True,True
54.390060962063984,18.6253829617047,94.20289855072464,True,True,True,True
54.32221241449912,18.65558473756307,30.434782608695656,False,True,True,True
54.328201686729216,18.66886760387744,28.985507246376812,False,True,True,True
54.38307909403991,18.519809380128198,56.52173913043478,False,True,True,True
54.36388936927583,18.54267029299133,34.78260869565217,True,True,True,True
54.34503883784329,18.5991413656505,86.95652173913044,True,True,True,True
54.31435300442536,18.67470634871714,8.695652173913043,False,False,False,True
54.39336126495386,18.638429522827185,78.26086956521739,True,True,True,True
54.436767817654925,18.57985247657501,91.30434782608695,True,True,True,True
54.41964884403359,18.644745100469557,28.985507246376812,True,True,True,True
54.41122433374318,18.590744647244964,92.7536231884058,True,True,True,True
54.38723265179863,18.513439657303792,31.88405797101449,False,True,False,True
54.382116310819335,18.624283064184,91.30434782608695,True,True,True,True
54.4101488965853,18.63829464056469,79.71014492753623,True,True,True,True
54.411645851465885,18.5480817939943,78.26086956521739,True,True,True,True
54.367386774085915,18.64712608849937,89.85507246376811,True,True,True,True
54.367827296417566,18.522991474498642,65.21739130434783,True,True,True,True
54.35469620593128,18.659226340636923,94.20289855072464,True,True,True,True
54.325246743783296,18.638368556447666,84.05797101449275,True,True,True,True
54.410249765223575,18.61729781413542,84.05797101449275,True,True,True,True
54.329124915788015,18.653462611497346,52.17391304347826,False,True,True,True
54.348647193050745,18.685007522747917,63.76811594202898,True,True,True,True
54.37149171779909,18.713109833652144,69.56521739130434,True,True,True,True
54.38148964837446,18.526545476642383,59.42028985507246,False,True,True,True
54.3530658064895,18.5975684820498,88.40579710144928,True,True,True,True
54.40131241170579,18.65223094300155,78.26086956521739,True,True,True,True
54.35860193849559,18.598997243738587,88.40579710144928,True,True,True,True
54.38553133816472,18.605714843853686,92.7536231884058,True,True,True,True
54.39413210378267,18.59077632918603,91.30434782608695,True,True,True,True
54.39186748159417,18.561602181372116,78.26086956521739,True,True,True,True
54.344063480309266,18.706635119271112,37.68115942028986,False,True,True,True
54.36295186037103,18.713302996978573,71.01449275362319,False,True,True,True
54.37680482389532,18.615080739012697,94.20289855072464,True,True,True,True
54.380649295600186,18.629863637730704,88.40579710144928,True,True,True,True
54.378723333508844,18.676802090896015,13.043478260869565,False,True,False,True
54.36696826626215,18.50428773188094,65.21739130434783,False,True,True,True
54.36089827727167,18.63046889977502,91.30434782608695,True,True,True,True
54.40324574077397,18.52600322811124,20.28985507246377,True,True,True,True
54.30807644722861,18.62360184663097,49.275362318840585,True,True,True,True
54.39373697149314,18.582745456188924,91.30434782608695,True,True,True,True
54.295403212675126,18.651686925951147,8.695652173913043,False,True,False,True
54.41988419615531,18.560348854063747,91.30434782608695,True,True,True,True
54.31209155737207,18.645840428105416,39.130434782608695,False,True,False,True
54.433691978813684,18.572108315133907,94.20289855072464,True,True,True,True
54.34901799275153,18.550257841749048,79.71014492753623,True,True,True,True
54.41864829147346,18.646837274630595,26.08695652173913,True,True,False,True
54.372795268686104,18.59538301649375,91.30434782608695,True,True,True,True
54.40193094571452,18.613348993855734,91.30434782608695,True,True,True,True
54.40133663094632,18.51692609622852,15.942028985507244,True,True,False,True
54.31626636136676,18.608261399184215,75.36231884057972,True,True,True,True
54.39029520391444,18.63289523025551,86.95652173913044,True,True,True,True
54.423406813344435,18.582590777101167,94.20289855072464,True,True,True,True
54.420061539286664,18.586351415278617,92.7536231884058,True,True,True,True
54.33941146900382,18.5678353433216,81.15942028985508,True,True,True,True
54.41129445964474,18.628740379821117,84.05797101449275,True,True,True,True
54.37757081796842,18.56950478741297,73.91304347826086,True,True,True,True
54.36167917476288,18.567334501879667,76.81159420289855,True,True,True,True
54.37214876094091,18.605309549419825,91.30434782608695,True,True,True,True
54.31308426991227,18.64971838080635,33.33333333333333,False,True,True,True
54.38232752713854,18.519493432356224,60.86956521739131,False,True,True,True
54.35043618474164,18.588439795425053,88.40579710144928,True,True,True,True
54.344050734582574,18.565348177992217,81.15942028985508,True,True,True,True
54.36783583018365,18.56690944383691,66.66666666666666,True,True,False,True
54.420186095005135,18.578739524843748,91.30434782608695,True,True,True,True
54.415725589974684,18.589475676047407,94.20289855072464,True,True,True,True
54.34463369569536,18.62108790344894,92.7536231884058,True,True,True,True
54.392106169008656,18.556661089263237,69.56521739130434,True,True,True,True
54.35737660906007,18.633671155907276,94.20289855072464,True,True,True,True
54.326743490422956,18.689080725279258,13.043478260869565,False,True,False,True
54.32825140534559,18.640734288323245,84.05797101449275,True,True,True,True
54.363204592888586,18.632658394947363,89.85507246376811,True,True,True,True
54.37973773321243,18.61252215628212,92.7536231884058,True,True,True,True
54.34342515747686,18.64077546177293,95.65217391304348,True,True,True,True
54.35698415800417,18.598514684150075,88.40579710144928,True,True,True,True
54.34614223903348,18.602974979217446,89.85507246376811,True,True,True,True
54.40970765534797,18.52468179048101,20.28985507246377,True,True,True,True
54.363519314163014,18.518124332080298,69.56521739130434,True,True,True,True
54.35845274864923,18.64064667613575,95.65217391304348,True,True,True,True
54.37155486592567,18.64008644589411,86.95652173913044,True,True,True,True
54.40790667764111,18.530296945769074,27.536231884057973,True,True,True,True
54.40876236727519,18.579730470655136,91.30434782608695,True,True,True,True
54.41819182267576,18.606537507072936,84.05797101449275,True,True,True,True
54.353615261451026,18.530907616021164,78.26086956521739,True,True,True,True
54.44937679338671,18.57301779369956,89.85507246376811,True,True,True,True
54.41598285011188,18.563292022109486,91.30434782608695,True,True,True,True
54.369964454734074,18.593895474539526,85.5072463768116,True,True,True,True
54.391029496861165,18.637883791363837,81.15942028985508,True,True,True,True
54.349062310747634,18.562029755283056,81.15942028985508,True,True,True,True
54.4181435686462,18.524046731654785,17.391304347826086,True,True,True,True
54.43049790851533,18.59130257048748,75.36231884057972,True,True,True,True
54.35415150111163,18.67746516244862,84.05797101449275,True,True,True,True
54.42072413759811,18.518673546309564,11.594202898550725,True,True,False,True
54.30656867890814,18.632303195803622,34.78260869565217,True,True,False,True
54.452448769266724,18.58282897084608,57.971014492753625,True,True,True,True
54.3733427221791,18.55619802719147,56.52173913043478,True,True,True,True
54.381478362001,18.710667617881303,7.246376811594203,True,True,True,True
54.4267620981672,18.52748784330987,8.695652173913043,False,True,False,True
54.34625854574749,18.581788997338652,81.15942028985508,True,True,True,True
54.459162408487316,18.56170834072691,68.11594202898551,True,True,True,True
